Input,Target,Prediction
while loaf bread senet he play eat of man board,man play senet board while he eat loaf of bread,man play senet board while he eat loaf of bread
hand near house hold fox three servant the skins of,hand of servant hold three fox skins near the house,hand of servant hold three fox skins near the house
content of seated peace to the heart give people god,seated god give peace content to the heart of people,seated god give peace content to the heart of people
wonder life thousand sky beauty night star,night sky star thousand beauty wonder life,night sky star thousand beauty wonder life
stone place dead placenta the house in mother of the,mother place placenta in the stone house of the dead,mother place placenta in the stone house of the dead
rope coil of hold and hand tethering rope of man,hand of man hold coil of rope and tethering rope,hand of man hold coil of rope and tethering rope
gate of god great opens seated the horizon the for,gate of the horizon opens for the great seated god,gate of the horizon opens for the great seated god
house master spirit stay of in stone the ka the,spirit ka of the master stay in the stone house,spirit ka of the master stay in the stone house
/ river pellet grain field satisfy life peace / riverbank people abundance,river riverbank field grain / pellet people life abundance peace / satisfy,river riverbank field grain / pellet people life abundance peace / satisfy
stay negation the bolt can no gate door spirit behind,negation no spirit can stay behind the door bolt gate,negation no spirit can stay behind the door bolt gate
all do on for writing scroll scribe papyrus of master,scribe do writing on papyrus scroll for master of all,scribe do writing on papyrus scroll for master of all
