Input,Target,Prediction
speaks words mouth,mouth speaks words,mouth speaks words
drink speak mouth eat hear listen truth maat feather,hear listen mouth eat drink speak truth maat feather,hear listen mouth eat drink speak truth maat feather
lotus plant loves woman beautiful the jar the in seated,seated woman loves the beautiful lotus plant in the jar,seated woman loves the beautiful lotus plant in the jar
gives king thousand,king gives thousand,king gives thousand
woman stool mat sits,woman sits stool mat,woman sits stool mat
at gather peace altar people,people gather at peace altar,people gather at peace altar
wisdom book holds,book holds wisdom,book holds wisdom
become great man scarab heart god life,scarab become life heart man great god,scarab become life heart man great god
book scribe write the great a does,the scribe does write a great book,the scribe does write a great book
behind slope man plows back hill mountain (tills) above field / desert riverbank,man plows (tills) field above riverbank behind / back mountain desert hill slope,man plows (tills) field above riverbank behind / back mountain desert hill slope
force snake desert / cobra fear hill strength club,club strength / force fear cobra snake desert hill,club strength / force fear cobra snake desert hill
man sky swallow watches,man watches swallow sky,man watches swallow sky
mother house sees,mother sees house,mother sees house
the head youth of bird sees the,the youth sees the head of bird,the youth sees the head of bird
scribe above stool house book mat scroll / / writing papyrus scribe,scribe writing / scribe papyrus scroll book above stool / mat house,scribe writing / scribe papyrus scroll book above stool / mat house
man house bolt opens door,man opens door bolt house,man opens door bolt house
field plows hoe tills man,man plows tills field hoe,man plows tills field hoe
speak hare be) / desert animal (to eat food drink belly /,desert hare (to be) animal belly food eat / drink / speak,desert hare (to be) animal belly food eat / drink / speak
return behind hill back mountain / king road / west retreat to,king to return / retreat west mountain road behind / back hill,king to return / retreat west mountain road behind / back hill
rack jars sees in scribe,scribe sees jars in rack,scribe sees jars in rack
clump life offering papyrus field pellet / grain plant,papyrus clump field plant life grain / pellet offering,papyrus clump field plant life grain / pellet offering
man see fire sky,man see fire sky,man see fire sky
coil rope carries man rope,man carries rope coil rope,man carries rope coil rope
eye face / upon sees,eye sees face / upon,eye sees face / upon
lord man lift offering every basket,man lift basket lord every offering,man lift basket lord every offering
gives peace god,god gives peace,god gives peace
strong people protects god,strong god protects people,strong god protects people
storm fear of,fear of storm,fear of storm
ka woman see spirit,woman see ka spirit,woman see ka spirit
temple servant throne guard,servant guard temple throne,servant guard temple throne
star above the hill father venerated the slope sees desert,venerated father sees the star above the desert hill slope,venerated father sees the star above the desert hill slope
in fire reed burns the the shelter great,the great fire burns in the reed shelter,the great fire burns in the reed shelter
/ back town behind servant great hear authority / gate house road listen mighty /,servant hear / listen authority behind / back great / mighty gate house town road,servant hear / listen authority behind / back great / mighty gate house town road
writing man signs writes,man writes signs writing,man writes signs writing
three house back skins behind fox scribe vessel sees / above,scribe sees three fox skins above vessel behind / back house,scribe sees three fox skins above vessel behind / back house
