Input,Target,Prediction
the of very sweet a scribe heart is,the heart of a scribe is very sweet,the heart of a scribe is very sweet
peacefully bread upon offering places altar woman loaf,woman places bread loaf upon altar offering peacefully,woman places bread loaf upon altar offering peacefully
bird the temple above gate a head sits,a bird head sits above the temple gate,a bird head sits above the temple gate
opens and enters house door man safely peace,man opens door and enters house safely peace,man opens door and enters house safely peace
water the a thousand in blue swim fish,a thousand fish swim in the blue water,a thousand fish swim in the blue water
gold of the star shines above the house,the star shines above the house of gold,the star shines above the house of gold
across moves the hill desert a great storm,a great storm moves across the desert hill,a great storm moves across the desert hill
a to youth the gives a father ring,a father gives a ring to the youth,a father gives a ring to the youth
bone venerated marrow the gives the life to,the venerated marrow gives life to the bone,the venerated marrow gives life to the bone
king for milk a servant carries jar a,a servant carries a milk jar for king,a servant carries a milk jar for king
carries temple milk to a servant jar a,a servant carries a milk jar to temple,a servant carries a milk jar to temple
a the great hill moves across storm desert,a great storm moves across the desert hill,a great storm moves across the desert hill
to brings offering god peace temple for woman,woman brings offering to temple for god peace,woman brings offering to temple for god peace
a scribe the about the makes writing heart,the scribe makes a writing about the heart,a scribe makes the writing about the heart
gives the a to child beautiful birth mother,the mother gives birth to a beautiful child,the mother gives birth to a beautiful child
the a house thousand bricks build life of,a thousand bricks build the house of life,a thousand bricks build the house of life
head stone the is wall a bird on,a bird head is on the stone wall,a bird head is on the stone wall
field bird woman hears a the in the,a woman hears the bird in the field,a woman hears the bird in the field
lotus near lake plant together sunrise people before,people plant lotus near lake before sunrise together,people plant lotus near lake before sunrise together
