Input,Target,Prediction
god all town road lord master king city,road city town master lord all king god,road city town master lord all king god
rises god desert from horizon,god rises from desert horizon,god rises from desert horizon
/     heart     woman     birth     mother     begets     /     seated     woman     gives     good     beautiful     youth,beautiful / good woman seated woman mother gives birth / begets youth heart,beautiful / good woman mother gives birth / begets youth heart
grain     sickle     man     pellet     plows     field,man plows field grain pellet sickle,man plows field grain pellet sickle
city house / reed door brick shelter gate town bolt,gate door bolt reed shelter brick house city / town,door bolt gate reed shelter house brick city / town
eye papyrus mouth writing scroll hand book scribe /,writing / scribe book papyrus scroll hand eye mouth,writing / scribe book papyrus scroll hand eye mouth
star gather under people sky,people gather under sky star,people gather under sky star
milk jar in vessel rack jars jar,jars in rack vessel jar milk jar,jars in rack vessel jar milk jar
the god dwells within temple,the god dwells within temple,the god dwells within temple
hill slope return desert / desert hill retreat mountain road to,to return / retreat road mountain desert hill desert hill slope,to return / retreat road mountain desert hill desert hill slope
watches over the city god,the god watches over city,the god watches over city
forearm heart / foot rib hand backbone side,foot forearm hand side / rib backbone heart,foot forearm hand side / rib backbone heart
strength force king power he authority,authority power strength force king he,authority power strength force king he
from emerges underground god the lake,the god emerges from underground lake,the god emerges from underground lake
snake fear people horned viper desert,people fear horned viper snake desert,people fear horned viper snake desert
city reed town field shelter house man,reed shelter house man field town city,reed shelter house man field town city
mountain sky star fire storm horizon hill desert,fire storm sky star horizon mountain desert hill,fire storm sky star horizon mountain desert hill
god power grants strength backbone force,god grants strength force power backbone,god grants power strength force backbone
/ force deity power king skins god strength three / authority fox,three fox skins strength / force power authority king god / deity,three fox skins strength / force power authority king god / deity
town see upon face road eye,eye see face upon road town,eye see face upon road town
the with rules strength king force,the king rules with strength force,the king rules with strength force
sits stability throne king seat,king sits throne seat stability,king sits throne seat stability
house opens city town god gate,god opens gate town city house,god opens gate town city house
god heart satisfy peace grants the,the god grants peace satisfy heart,the god grants peace satisfy heart
king the temple offering gives,the king gives offering temple,the king gives offering temple
head eye head chick owl quail of swallow of ox bird,quail chick swallow head of bird head of ox owl eye,quail chick swallow head of bird head of ox owl eye
live people town city riverbank,people live riverbank city town,people live riverbank city town
great people seated woman god seated man temple deity,temple god deity seated man seated woman people great,temple god deity seated man seated woman people great
plant gather lotus people river,people gather lotus plant river,people gather lotus plant river
field works plows repeated man,man works field plows repeated,man works field plows repeated
peace     man     rests     mat     stool,man rests stool mat peace,man rests stool mat peace
storm above star mountain sky fire horizon,fire storm star sky horizon above mountain,fire storm above sky star horizon mountain
stool     woman     sits     upon     mat,woman sits upon stool mat,woman sits upon stool mat
rests peace man stool mat,man rests stool mat peace,man rests house stool mat peace
side (spirit) (soul) ba ka / foot rib hand backbone forearm,hand forearm foot side / rib backbone ka (spirit) ba (soul),hand forearm foot side / rib backbone ka (spirit) ba (soul)
/ / satisfy father youth peace old man heart venerated marrow,old man venerated / marrow father youth heart peace / satisfy,old man venerated / marrow father youth heart peace / satisfy
hoe     (tills)     servant     plant     /     plows     grain     pellet     field,field plant grain / pellet hoe plows (tills) servant,hoe plows (tills) field plant grain / pellet servant man
