Input,Target,Prediction
earth uses a the for man hoe,the man uses a hoe for earth,the man uses a hoe for earth
a heart god way finds to the,the heart finds a way to god,the heart finds a way to god
backbone of man father the the sees,the father sees the backbone of man,the father sees the backbone of man
life water river lake field ripple,river lake water ripple life field,river lake water ripple life field
milk of jar a the finds woman,the woman finds a jar of milk,the woman finds a jar of milk
the knows ba truth maat soul the,the soul ba knows the truth maat,the soul ba knows the truth maat
grain pellet / field life (tills) plows plant,field plows (tills) plant grain / pellet life,field plows (tills) plant grain / pellet life
a snake in the desert soul becomes,the soul becomes a snake in desert,the soul becomes a snake in desert
a the road heart finds to temple,the heart finds a road to temple,the heart finds a road to temple
power people deity thousand / god life,god / deity power thousand life people,god / deity power thousand life people
voice the the master hears lord of,the lord hears the voice of master,the lord hears the voice of master
hill youth the finds bird a on,the youth finds a bird on hill,the youth finds a bird on hill
sees the face youth the mother of,the youth sees the face of mother,the youth sees the face of mother
stone a heart fire in becomes the,the heart becomes a stone in fire,the heart becomes a stone in fire
the flies swallow great above the river,the great swallow flies above the river,the great swallow flies above the river
people reach river to town cross,people cross river to reach town,people cross river to reach town
plant woman nearby the finds lotus a,the woman finds a lotus plant nearby,the woman finds a lotus plant nearby
a becomes soul in desert snake the,the soul becomes a snake in desert,the soul becomes a snake in desert
/ eat speak people life mouth heart / drink,eat / drink / speak mouth heart life people,eat / drink / speak mouth heart life people
king fire the an of makes offering,the king makes an offering of fire,the king makes an offering of fire
god offering jars grain people in jar rack life / pellet,grain / pellet jar jars in rack offering life people god,grain / pellet jar jars in rack offering life people god
hears the word the father of heart,the heart hears the word of father,the heart hears the word of father
man walks toward gate road city,man walks road toward city gate,man walks road toward city gate
the youth by river finds the peace,the youth finds peace by the river,the youth finds peace by the river
fox woman the the three skins finds,the woman finds the three fox skins,the woman finds the three fox skins
(ba) horizon west desert soul underground life hill,desert hill horizon west underground soul (ba) life,desert hill horizon west underground soul (ba) life
of king ring god authority coil rope rope tethering power,coil of rope tethering rope ring power authority king god,coil of rope tethering rope ring power authority king god
